id,domain,prompt
8323,Education / Beginner / STEM Classroom Projects,Generate a fixed 1 kHz PWM with 25% duty for a demo output. Make sure a safety block forces duty to 0% if any fault flag is set. Add an inline test that checks duty and frequency.
8324,Education / Beginner / STEM Classroom Projects,Metronome: produce a short tick on a buzzer every 500 ms. Include a start/stop boolean and inline tests verifying the interval and start behavior.
8325,Education / Beginner / STEM Classroom Projects,"Proximity warning: when distance drops below 10 cm, turn a warning LED on; otherwise off. Add a simple safety block that turns it off if the sensor reading is out of range. Provide inline tests."
8326,Education / Beginner / STEM Classroom Projects,"Scale a sensor reading (0–1.0) to a percentage output (0–100%). Use basic syntax only, saturate at limits, and add an inline test for a mid-scale value."
8327,Education / Beginner / STEM Classroom Projects,Safety press-and-hold: drive a motor_enable output HIGH only if a button has been held continuously for 2.0 s; otherwise keep it LOW. Use a small safety block to force LOW on any error. Include inline tests.
8328,Education / Beginner / STEM Classroom Projects,"Build a mini traffic light with three LEDs cycling Green 5 s, Yellow 2 s, Red 5 s. Include a Pause/Resume button that freezes and resumes the timer. Add inline tests for each state's duration."
8329,Education / Beginner / STEM Classroom Projects,Doorbell finite-state machine: Idle → Chime (play buzzer for 1 s) → Cooldown (ignore presses for 0.5 s) → back to Idle. Add inline tests and a safety block that silences the buzzer on fault.
8330,Education / Beginner / STEM Classroom Projects,"Two-button counter: Button A increments, Button B decrements a digit shown on a seven-segment display. Clamp between 0 and 9, with debounced inputs. Include inline tests for edges."
8331,Education / Beginner / STEM Classroom Projects,"Day/night lamp controller: use a light sensor and a manual override switch. In Auto, lamp is ON below 150 lux and OFF above 200 lux (hysteresis). In Manual, follow the switch. Default to OFF in a safety block. Add tests."
8332,Education / Beginner / STEM Classroom Projects,"Two-speed fan control with temperature in Celsius: OFF below 25°C, LOW from 25–30°C, HIGH above 30°C. Use hysteresis to avoid chatter. Provide inline tests at boundary temperatures."
8333,Education / Beginner / STEM Classroom Projects,Pedestrian crossing demo: manage vehicle green/yellow/red LEDs and a pedestrian 'WALK' indicator after a request button press. Enforce precise timings and ensure vehicles get yellow before red. Add timing tests.
8334,Education / Beginner / STEM Classroom Projects,"Map button hold duration to buzzer pitch: short press gives 400 Hz, long press gives 800 Hz, very long press 1200 Hz. Debounce, categorize durations, and include inline tests."
8335,Education / Beginner / STEM Classroom Projects,"Soil moisture controller: read two sensors (%). If either is below 30%, open the valve for 10 s, but limit watering to at most once per 5 minutes. Add inline tests and a safety block that closes the valve on fault."
8336,Education / Beginner / STEM Classroom Projects,"Reaction timer game: Wait random 1–3 s, then turn an LED on; measure response time from LED ON to button press in milliseconds and beep that many short ticks (capped at 10). Include tests for valid ranges."
8337,Education / Beginner / STEM Classroom Projects,"Simple thermostat: setpoint from a knob (15–30°C). If mode switch is HEAT, drive heater when temperature < setpoint−0.5°C; if COOL, drive fan when temperature > setpoint+0.5°C. Ensure heater and fan are never ON together via a safety block. Add inline tests."
8338,Education / Beginner / STEM Classroom Projects,"Servo sweep lab: when enabled, move a servo from 0% to 100% over 2 s, pause 0.5 s at ends, and repeat. Emergency stop input forces 50%. Include a safety guard and inline timing tests."
8339,Education / Beginner / STEM Classroom Projects,"Tap-to-toggle, hold-to-dim lamp: a quick tap toggles ON/OFF; holding changes brightness up/down with wrap-around. Keep state across resets using a retained variable. Provide inline tests."
8340,Education / Beginner / STEM Classroom Projects,"Water tank pump control: with a low-level float (LL) and a high-level float (HL), start the pump when LL is open and stop when HL closes. Enforce minimum ON/OFF times of 10 s to avoid chattering. Add tests."
8341,Education / Beginner / STEM Classroom Projects,Two-button combo lock: press A then B within 2.0 s to toggle an output. Any other sequence resets. Implement as a tiny state machine with inline tests.
8342,Education / Beginner / STEM Classroom Projects,"Fan health monitor: track average current draw and if it stays above a threshold for 10 s, light a 'filter clogged' LED. Reset when current returns to normal for 20 s. Include tests and a safety default OFF."
8343,Education / Beginner / STEM Classroom Projects,"Countdown timer: start, stop, and reset buttons control a seconds countdown shown on a small display. Beep at zero, and ignore start if already running. Provide inline tests for transitions and debouncing."
8344,Education / Beginner / STEM Classroom Projects,Basic interlock: only run the motor when both guard_closed and start_pressed are true; drop out immediately if either becomes false. Add a safety block that forces motor off on any fault. Include inline tests.
8345,Education / Beginner / STEM Classroom Projects,"RGB temperature lamp: pick blue below 18°C, green 18–25°C, yellow 25–30°C, red above 30°C; also dim based on ambient light (%) to avoid glare. Add anti-flicker hysteresis and tests."
8346,Education / Beginner / STEM Classroom Projects,Event recorder: store up to 8 timestamps of button presses and later replay buzzer beeps at the same intervals when 'play' is pressed. Handle overflow gracefully and include inline tests.
8347,Education / Beginner / STEM Classroom Projects,"Line follower demo: read left/right reflectance values; if left < right, turn on LEFT indicator, else RIGHT; if equal within a tolerance, show CENTER. Add a calibration mode entered by holding the button 3 s. Include tests."
8348,Education / Beginner / STEM Classroom Projects,"Beginner PID lab: maintain 37.0°C using a heater output limited to 0–100%. Include anti-windup, output rate limiting, and a safety block that shuts the heater off if temperature exceeds 40°C or the sensor faults. Add inline step-response tests."
8349,Education / Beginner / STEM Classroom Projects,"Sensor fusion demo: combine two Celsius temperature sensors via a weighted average (e.g., 0.6/0.4) to reduce noise, then control a fan with on/off hysteresis around a 28°C setpoint. Include inline tests and a safety default OFF."
8350,Education / Beginner / STEM Classroom Projects,"Altitude estimator: fuse barometric pressure (Pa) with vertical acceleration (m/s^2) using a simple complementary filter to output height in meters. Run at 50 Hz with WCET ≤ 2 ms, and include inline tests for step and drift."
8351,Education / Beginner / STEM Classroom Projects,Speed control: use a PID to hold 1.00 m/s based on an encoder-derived velocity. Clamp the motor command to safe bounds and add a watchdog that sets output to safe if an update deadline is missed. Provide inline tests.
8352,Education / Beginner / STEM Classroom Projects,"Dual-sensor occupancy: require both a PIR and a microphone amplitude threshold to be true within 2 s to assert 'occupied'; otherwise ignore. Add debouncing, a false-positive lockout, and a safety block that clears 'occupied' on fault. Include tests."
8353,Education / Beginner / STEM Classroom Projects,"Thermal chamber demo: PID controls temperature to a setpoint while a safety layer enforces a hard cutoff at 45°C, checks for sensor stuck values, and limits continuous heater on-time to 60 s. Include startup self-test and inline tests."
8354,Education / Beginner / STEM Classroom Projects,"Sensor validation: read two independent voltage sensors; if they disagree by more than 5%, enter a latched fail-safe state that shuts all outputs and lights an alarm. Provide inline property tests and a manual reset action."
8355,Education / Beginner / STEM Classroom Projects,"Rate-of-change alarm: low-pass filter temperature and compute dT/dt. If the rate exceeds 2.0°C/s, trigger an alarm; clear it when it falls below 1.0°C/s (hysteresis). Run at 100 Hz with WCET ≤ 1 ms and include tests."
8356,Education / Beginner / STEM Classroom Projects,"Heading estimator: blend magnetometer heading (degrees) with gyro yaw rate using a complementary filter. Provide a button to calibrate offset, output 0–360°, and use a safety default if sensors saturate. Add inline tests."
8357,Education / Beginner / STEM Classroom Projects,"Closed-loop light control: measure illuminance (lux) and use a PID to track a setpoint. Limit PWM to 80%, derate brightness if board temperature exceeds 45°C, and ensure a safety fallback to OFF on faults. Include inline tests."
8358,Education / Beginner / STEM Classroom Projects,"Multi-mode classroom robot demo: Modes are Idle, Manual, and Auto-Patrol. Use a clear state machine, an emergency stop that overrides everything, and a heartbeat monitor. Specify timing (control loop at 20 Hz, WCET 2 ms). Provide exhaustive inline tests for all transitions and safety overrides."
8359,Education / Beginner / STEM Classroom Projects,"Incubator practice system with modes Warm-up, Regulate, Standby, Fault. Use PID for temperature, verify sensors on startup, and enforce safety (fail-safe off, max heater on-time 60 s). Run at 10 Hz with WCET ≤ 2 ms. Include comprehensive inline tests for mode logic and safety constraints."
8360,Education / Beginner / STEM Classroom Projects,"Air-quality classroom box: modes Calibrate, Monitor, Alert. Fuse readings from two gas sensors, drive a fan and alarm, and latch alarms until acknowledged. Include a watchdog, tests for sensor dropout/recovery, and explicit safety invariants verified via inline tests."
8361,Education / Beginner / STEM Classroom Projects,"Mini greenhouse scheduler: manage lights, fan, and pump with Day/Night modes and a Rainy-Day override input. Enforce pump duty limits and soil moisture thresholds in percent. Scheduler runs at 1 Hz. Provide thorough inline tests for each mode and safety rule."
8362,Education / Beginner / STEM Classroom Projects,"Educational conveyor controller: modes Setup, Run, JamClear, Fault. Use presence, speed, and temperature sensors with simple fusion for reliability; implement interlocks, emergency stop, and deadline enforcement. Require unit tests, property tests, and timing assertions as inline tests."
8363,Education / Beginner / STEM Classroom Projects,"Write a tiny tutorial exercise: when a pushbutton is held, turn a light on; when released, turn it off. Add a simple safety block to debounce the button for 30 ms and include inline tests that simulate press and release timing."
8364,Education / Beginner / STEM Classroom Projects,Make a status light blink at 1 Hz with a 50% duty cycle. Expose a parameter to change the rate between 0.5 Hz and 2 Hz. Include inline tests checking exact on/off durations and a safety clamp on the rate.
8365,Education / Beginner / STEM Classroom Projects,Read a temperature value in Celsius and print OK below 30 C and HOT at or above 30 C on a simple text display. Clamp impossible readings below -40 C or above 125 C using a safety block. Provide inline tests for edge cases.
8366,Education / Beginner / STEM Classroom Projects,"When a motion sensor reports activity, beep a buzzer once for 200 ms, then ignore further triggers for 2 s. Add inline tests for back-to-back motion events and a safety timeout to prevent continuous beeping."
8367,Education / Beginner / STEM Classroom Projects,"Map a knob position (0 to 100%) to LED brightness (0 to 100%). Saturate out-of-range inputs with a safety block and include inline tests for 0%, 50%, and 100% cases."
8368,Education / Beginner / STEM Classroom Projects,Each distinct button press toggles a light on or off. Use rising-edge detection with 20 ms debounce. Include inline tests showing that holding the button does not retrigger.
8369,Education / Beginner / STEM Classroom Projects,"Simulate a traffic light: green 5 s, yellow 2 s, red 5 s, looping forever. Ensure green and red are never on at the same time via a simple safety interlock. Add inline tests verifying the sequence and durations."
8370,Education / Beginner / STEM Classroom Projects,Turn on a nightlight when ambient light drops below 100 lux and turn it off when it rises above 150 lux (hysteresis). Include inline tests for transitions and a safety cap on update rate at 10 Hz.
8371,Education / Beginner / STEM Classroom Projects,Build a 5-second countdown timer that beeps once per second and a longer beep at zero. Limit the maximum settable duration to 60 s with a safety block. Provide inline tests for timing accuracy.
8372,Education / Beginner / STEM Classroom Projects,"Create a door alarm: when a door switch is open, sound an alarm until closed. Add a mute button that silences the alarm for 10 s. Include inline tests for all combinations and a safety latch to prevent auto-unmute while pressed."
8373,Education / Beginner / STEM Classroom Projects,"If vibration magnitude exceeds a threshold, flash a light rapidly for 1 s. Reject extreme sensor spikes using a safety clamp. Provide inline tests for just-below and just-above threshold events."
8374,Education / Beginner / STEM Classroom Projects,"When a water sensor detects wet for more than 200 ms, turn on a pump output; turn it off when dry for 200 ms. Add inline tests for chattering signals and a safety block that prevents toggling faster than 5 Hz."
8375,Education / Beginner / STEM Classroom Projects,"Make a simple number guessing game with two buttons: one increments a guess 0–9, the other submits. Show higher, lower, or correct on a text output. Seed the random target for repeatable inline tests, and add a safety limit of 30 s per round."
8376,Education / Beginner / STEM Classroom Projects,"Convert a temperature in Celsius to a tri-color indicator: blue below 18 C, green from 18 to 24 C, red above 24 C. Limit updates to 10 Hz in a safety block and include inline tests at boundary values."
8377,Education / Beginner / STEM Classroom Projects,Create a metronome that ticks at 120 BPM with start and stop buttons. Ensure the tick handler WCET stays under 2 ms. Include inline tests for tempo accuracy and button debouncing.
8378,Education / Beginner / STEM Classroom Projects,"Design a small state machine for a pedestrian crossing: default cars green; when the request button is pressed, switch to yellow 3 s, then red 10 s with WALK on, then back to green. Enforce minimum 10 s of green between requests using a safety block. Add inline tests for the full sequence."
8379,Education / Beginner / STEM Classroom Projects,"Control a classroom light using multiple cues: turn on if motion is detected or sound exceeds 60 dB, but only when ambient light is below 200 lux. After turning on, keep it on for a 30 s cooldown. Include inline tests and a safety cap so it cannot cycle more than once per 5 s."
8380,Education / Beginner / STEM Classroom Projects,"Make a temperature-controlled fan with four speeds: off below 25 C, low at 25–30 C, medium at 30–35 C, high above 35 C. If the sensor is invalid, default to low speed for safety. Include inline tests for each band and the fault case."
8381,Education / Beginner / STEM Classroom Projects,"Create a reaction timer game: after a random delay between 1 and 3 s, light an indicator and measure milliseconds until the button is pressed. Reject early button presses. Use a seeded random for inline tests and a safety block to keep the delay within bounds."
8382,Education / Beginner / STEM Classroom Projects,"Compute heart rate from pulse intervals: detect peaks, calculate beats per minute, and update every 5 s. Reject intervals shorter than 300 ms or longer than 2 s with a safety block. Provide inline tests with sample intervals."
8383,Education / Beginner / STEM Classroom Projects,Read a slider and apply a moving average over the last 5 samples before setting LED brightness. Add inline tests demonstrating the smoothing and a safety limit of 50 updates per second.
8384,Education / Beginner / STEM Classroom Projects,"Run a sprinkler simulation: operate a pump for 30 s every 5 min, with a manual override button to start or stop immediately. For safety, cap total run time to 5 min per hour. Include inline tests for scheduling and override behavior."
8385,Education / Beginner / STEM Classroom Projects,Build a thermostat with hysteresis targeting 22 C with a ±0.5 C band. Control separate heater and cooler outputs with an interlock so both cannot be on simultaneously. Include inline tests for rising and falling temperatures.
8386,Education / Beginner / STEM Classroom Projects,Create a classroom noise meter: map sound level in dB to a 5-step bar graph. Low-pass filter readings with a 200 ms window and update the display at 10 Hz. Provide inline tests and a safety block for input range 30–100 dB.
8387,Education / Beginner / STEM Classroom Projects,"Drive a buzzer whose tone increases from 200 Hz to 2000 Hz as a distance sensor reports values decreasing from 200 cm to 10 cm, updating every 50 ms. Clamp the tone within limits using a safety block and add inline tests."
8388,Education / Beginner / STEM Classroom Projects,"Implement a stopwatch with start, stop, and reset buttons. Show minutes:seconds:centiseconds. Ensure total drift is less than 1% over 60 s. Include inline tests for button sequences and timing."
8389,Education / Beginner / STEM Classroom Projects,"Mix three color channels from three sliders to produce an RGB output. If the sum would exceed 100% current, normalize the channels proportionally as a safety measure. Add inline tests for several combinations."
8390,Education / Beginner / STEM Classroom Projects,"Sample temperature once per second and keep min, max, and average over the last 60 samples. Handle startup with no samples without errors. Provide inline tests for rolling updates and a safety check against division by zero."
8391,Education / Beginner / STEM Classroom Projects,Control a small motor direction with a forward/backward switch. Require a 100 ms deadtime with outputs off when changing direction. Include inline tests showing the deadtime enforcement.
8392,Education / Beginner / STEM Classroom Projects,"Create an emergency stop interlock for a student lab. If the E-stop is pressed, immediately disable all actuators and latch until a reset button is used. Provide inline tests and ensure the response happens within 10 ms."
8393,Education / Beginner / STEM Classroom Projects,"Shake-to-roll dice: when a sudden acceleration spike occurs, display a random number 1–6 and ignore new shakes for 1 s. Use a seeded random source for inline tests and a safety clamp on the sampling rate at 100 Hz."
8394,Education / Beginner / STEM Classroom Projects,"Simulate a simple line follower logic with two reflectance inputs (left and right): drive left or right motor outputs to steer toward the line, go forward when both see the line. Stop if both read dark for more than 1 s. Include inline tests for several sensor patterns."
8395,Education / Beginner / STEM Classroom Projects,"Make an alarm clock logic: at a set time (hours and minutes configured with buttons), start a buzzer for up to 10 min or until a stop button is pressed. Debounce all buttons and provide inline tests for setting and alarm handling."
8396,Education / Beginner / STEM Classroom Projects,"Create a humidity gauge: read %RH and map to a color gradient from blue at 30% to green at 50% to red at 70% and above, with linear interpolation between points. Update at 2 Hz, and include inline tests for mapping accuracy."
8397,Education / Beginner / STEM Classroom Projects,Play a three-tone doorbell melody when a sudden increase in light is detected. Add a manual quiet mode toggle that suppresses sound. Ensure the total tone duration never exceeds 5 s via a safety block. Provide inline tests.
8398,Education / Beginner / STEM Classroom Projects,"Demonstrate PID temperature control for a small heater to maintain 50 C. Provide adjustable P, I, and D gains, limit the output between 0 and 100%, and sample at 5 Hz. Include inline tests showing a step response that settles within 60 s without overshooting by more than 5 C."
8399,Education / Beginner / STEM Classroom Projects,"Fuse two temperature sensors into a robust reading: reject outliers when the difference exceeds 5 C, otherwise compute a weighted average. Use the fused value to control a heater to 25 C. If disagreement persists, enter a safe default state. Provide inline tests for normal and fault cases."
8400,Education / Beginner / STEM Classroom Projects,"Estimate tilt angle using accelerometer and gyroscope data with a complementary filter. Output the angle at 50 Hz, bounded to ±90 degrees by a safety block. Include inline tests with known motion sequences."
8401,Education / Beginner / STEM Classroom Projects,"Create a vending-like state machine: accept coin inputs to reach a target amount, allow a cancel button to refund, and dispense exactly once when the target is reached. Add inactivity timeouts and inline tests covering every transition."
8402,Education / Beginner / STEM Classroom Projects,Control fan speed to a setpoint of 3000 RPM using PID based on tachometer pulses. Enforce a maximum acceleration limit and saturate the output 0–100%. Provide inline tests with simulated pulse inputs.
8403,Education / Beginner / STEM Classroom Projects,"Combine readings from ultrasonic and infrared distance sensors: validate each for plausibility, then take the minimum as the safe distance estimate. Drive a warning output if the estimate is below 20 cm. Include inline tests, including one sensor failing."
8404,Education / Beginner / STEM Classroom Projects,Closed-loop line following: compute steering from the difference of left and right line sensors using proportional control. Update at 100 Hz and stop if both sensors report off-line for more than 0.5 s. Provide inline tests for track loss and recovery.
8405,Education / Beginner / STEM Classroom Projects,"Maintain water tank level at 50% using a simple PI controller with inflow and outflow valves. Sample at 2 Hz, limit the control output, and add an overflow safety that closes valves above 90%. Include inline tests for steps and disturbances."
8406,Education / Beginner / STEM Classroom Projects,Use PID to keep ambient light at 200 lux by adjusting a dimmable lamp based on a light sensor. Limit rate of change to avoid flicker and clamp output 0–100%. Provide inline tests for setpoint tracking.
8407,Education / Beginner / STEM Classroom Projects,"Simulate a 3-floor elevator controller state machine handling up, down, and door buttons. Include door open/close timing, a door interlock that prevents movement when open, and an inactivity timeout. Provide comprehensive inline tests."
8408,Education / Beginner / STEM Classroom Projects,"Design a multi-mode classroom robot controller with modes: idle, line-follow, and obstacle-avoid. Provide a teacher switch to change modes, a heartbeat indicator at 2 Hz, and an emergency stop that latches. Run the control loop at 50 Hz with WCET under 3 ms. Include extensive inline tests for all mode transitions, E-stop behavior, and boundary cases."
8409,Education / Beginner / STEM Classroom Projects,"Create a lab climate controller with operating modes off, heat, cool, vent, and auto. Manage heater and fan with strict interlocks, minimum on/off times, and sensor fault fallback. Enforce a main loop rate of 10 Hz and declare WCET targets. Supply comprehensive inline tests that cover every transition and fault path."
8410,Education / Beginner / STEM Classroom Projects,"Implement a multi-mode data acquisition system: baseline at 10 Hz, burst at 200 Hz for up to 5 s on demand, and low-power at 1 Hz. Use double buffering to avoid data loss, add safety checks for buffer overflow, and timeouts for bursts. Provide detailed inline tests for timing, mode changes, and edge conditions."
8411,Education / Beginner / STEM Classroom Projects,"Program a two-hand safety control demo: an actuator runs only when two separate buttons are pressed within 0.5 s of each other and held. Detect stuck buttons, handle release order, and enter a fault mode if either input is shorted. Prove behavior with thorough inline tests and timing assertions."
8412,Education / Beginner / STEM Classroom Projects,"Build an autonomous mini-greenhouse controller with modes germination, growth, and night. Use PID loops for temperature (setpoint 24 C) and humidity (setpoint 60% RH), fuse two sensors for each measurement with outlier rejection, and enforce safe bounds on heaters, humidifiers, and fans. Define a 5 Hz control rate, WCET under 4 ms, and provide broad inline tests including step responses and sensor fault injection."
8413,Education / Beginner / STEM Classroom Projects,"Create a beginner-friendly classroom exercise: when a pushbutton is held, turn an indicator on; otherwise keep it off. Include a simple safety block that defaults the indicator to off on any error or at startup. Add inline tests that press and release the button and verify the indicator follows."
8414,Education / Beginner / STEM Classroom Projects,Build a demo that debounces a button using a 50 ms window and toggles an indicator only on clean rising edges. Add a simple safety block that ignores presses longer than 5 s. Include inline tests covering bounce patterns and long holds.
8415,Education / Beginner / STEM Classroom Projects,"Read a slider input (0–1023) and map it linearly to a 0–100% brightness value for an indicator. Use a safety block to clamp out-of-range readings. Provide inline tests for min, mid, max, and an out-of-range case."
8416,Education / Beginner / STEM Classroom Projects,Make an indicator blink at 1 Hz with a 50% duty cycle. Add a safety block that stops blinking and forces off if a fault flag is set. Include inline timing tests that check on/off durations within ±10%.
8417,Education / Beginner / STEM Classroom Projects,"Simple threshold demo: if the measured temperature exceeds 30 °C, activate an alarm; otherwise keep it silent. Use a safety block to enforce a minimum 2 s cooldown between alarms. Provide inline tests with temperature steps in °C."
8418,Education / Beginner / STEM Classroom Projects,Create a tiny two-state toggle: each clean button press flips an indicator between ON and OFF. Start in OFF. Include a safety block to ensure the state initializes to OFF at power-up. Add inline tests for multiple presses and a reset event.
8419,Education / Beginner / STEM Classroom Projects,Compute a moving average of the last 5 samples from a sensor and display the averaged value as a percentage. Use a safety block to discard negative readings. Include inline tests with a known sequence to verify the average.
8420,Education / Beginner / STEM Classroom Projects,"Map a knob position to a 0–100% output level, then limit the output to 80% whenever a safety flag is active. Implement this with a simple safety block and add inline tests that flip the flag and check the capped value."
8421,Education / Beginner / STEM Classroom Projects,Count incoming pulses and show the count modulo 10 on an indicator array. Add a safety block that halts counting if the rate exceeds 200 pulses per second. Provide inline tests with timed pulses.
8422,Education / Beginner / STEM Classroom Projects,"After power-up, wait 3 seconds, then turn an indicator on and keep it on. Use a safety block to cancel the timer if a cancel input is true. Include inline tests that simulate time progression and cancel behavior."
8423,Education / Beginner / STEM Classroom Projects,"Read two numeric inputs and output the larger value. Include a safety block that substitutes zero if either input is invalid. Add inline tests for equal values, negative numbers, and invalid data."
8424,Education / Beginner / STEM Classroom Projects,"Design a simple alarm latch: when vibration exceeds a threshold, set an alarm that stays on until a reset input is received. Add a safety block that auto-clears the alarm after 10 s if no vibration persists. Include inline tests for trigger, latch, and timeout."
8425,Education / Beginner / STEM Classroom Projects,"Create a unit conversion demo that converts temperature from Celsius to Fahrenheit and back, echoing both values. Use a safety block to clamp Celsius between −40 °C and 125 °C. Provide inline tests with edge and mid-range values."
8426,Education / Beginner / STEM Classroom Projects,Generate a repeatable random-looking blink sequence seeded by a classroom 'seed' input so students can compare runs. Add a safety block that forces a fixed pattern when test_mode is true. Include inline tests to verify determinism.
8427,Education / Beginner / STEM Classroom Projects,"Build a light/dark classifier: if ambient light falls below a threshold, set 'night' true; otherwise 'day' true. Add a safety block to allow manual override to 'day'. Provide inline tests around the threshold and with override active."
8428,Education / Beginner / STEM Classroom Projects,"Simulate a single-direction traffic light with states Green → Yellow → Red, with a pedestrian request that shortens Green. Use a clear state machine. Add a safety block that prevents skipping Red. Include inline tests checking state durations and button requests."
8429,Education / Beginner / STEM Classroom Projects,"Create a door controller: while 'open' button held, increase position; while 'close' held, decrease; stop at 0% and 100% limits. Add a safety block that stops movement immediately if an overcurrent flag is set. Provide inline tests for limit handling and safety trips."
8430,Education / Beginner / STEM Classroom Projects,"Require both a motion sensor and a door switch to be active within 2 seconds to trigger an alarm. If only one triggers, do nothing. Use a small state machine and a safety block with a 5 s cooldown after any alarm. Add inline tests with varied timing."
8431,Education / Beginner / STEM Classroom Projects,Make a thermostat with hysteresis: turn the heater on below 20.0 °C and off above 22.0 °C. Include a safety block that limits continuous heater on-time to 15 minutes. Provide inline tests for temperature sweeps and timeout.
8432,Education / Beginner / STEM Classroom Projects,"Implement a rate limiter that changes an output no faster than 10 units per second, given a target input. Use a safety block to cap the output between 0 and 100. Include inline tests with step inputs and time-based checks."
8433,Education / Beginner / STEM Classroom Projects,"Build a tiny scheduler that runs Task A at 10 Hz and Task B at 1 Hz. Add a safety block that enforces WCET limits of 2 ms for A and 5 ms for B, logging a fault if exceeded. Include inline tests verifying tick counts and fault behavior."
8434,Education / Beginner / STEM Classroom Projects,"Create a mini 'Simon says' memory game with 4-step sequences: present cues, then check button inputs against the sequence. Use a simple state machine, a safety block for a per-step timeout, and inline tests that cover both success and failure paths."
8435,Education / Beginner / STEM Classroom Projects,"Control a tank fill using two float switches: start filling when the lower switch is low, stop when the upper switch goes high. Add a safety block with 200 ms debounce to prevent chatter. Provide inline tests for bouncing inputs."
8436,Education / Beginner / STEM Classroom Projects,"Crossfade between two sensor inputs using a blend knob (0.0 to 1.0), outputting y = (1−k)a + k b. Use a safety block to clamp k within [0,1]. Include inline tests for k = 0, 0.5, 1 and out-of-range values."
8437,Education / Beginner / STEM Classroom Projects,"Create a three-stage process timer: Preheat for 5 s, Run for 20 s, Cooldown for 10 s, then stop. Allow a cancel input at any time. Use a safety block to ensure outputs are off when stopped. Add inline tests for stage transitions and cancel."
8438,Education / Beginner / STEM Classroom Projects,"Fuse two temperature sensors by averaging their readings; if they disagree by more than 2.0 °C, raise a fault and hold the last good average. Implement a simple safety block for this behavior and add inline tests with mismatched sensor scenarios."
8439,Education / Beginner / STEM Classroom Projects,Log the timestamps of the last 10 button presses (in milliseconds since start). Use a safety block to avoid memory growth beyond 10 entries. Include inline tests that press the button 12 times and verify eviction of the oldest entries.
8440,Education / Beginner / STEM Classroom Projects,"Control a fan speed based on temperature: map 25 °C to 0% duty and 60 °C to 100% duty, linearly. Add a safety block enforcing a minimum duty of 20% whenever the fan is enabled. Provide inline tests for mapping endpoints and midpoints."
8441,Education / Beginner / STEM Classroom Projects,Read a rotary encoder to increment or decrement a value from 0 to 99 with proper debouncing. Add a safety block to clamp the value within bounds. Include inline tests with forward and reverse rotations and bounce patterns.
8442,Education / Beginner / STEM Classroom Projects,"Given left and right light sensors, set 'turn' to LEFT if left is brighter, RIGHT if right is brighter, and STRAIGHT if within 5% of each other. Use a safety block to handle missing data. Provide inline tests covering all three outcomes."
8443,Education / Beginner / STEM Classroom Projects,Make an indicator blink slowly (0.5 Hz) during normal operation and quickly (4 Hz) when an 'alert' input is true. Add a safety block to revert to slow after 30 s of continuous alert. Include inline tests for timing and revert behavior.
8444,Education / Beginner / STEM Classroom Projects,"Implement a soft-start ramp: when enabled, increase output from 0 to the target over 3.0 seconds; when disabled, ramp down to 0 over 1.0 second. Use a safety block to force output to 0 on fault. Add inline time-based tests."
8445,Education / Beginner / STEM Classroom Projects,Design a deadman enable: the output is true only while a button is held and a heartbeat signal arrives at least at 5 Hz. Add a safety block that disables output if no heartbeat for 300 ms. Provide inline tests with varying heartbeat intervals.
8446,Education / Beginner / STEM Classroom Projects,Filter noisy readings by computing the median of 3 samples collected every cycle. Add a safety block to replace non-numeric or missing values with the last valid sample. Include inline tests with outliers and NaN cases.
8447,Education / Beginner / STEM Classroom Projects,"Teach proportional control: set output = k*(setpoint − measurement), with k configurable, and saturate output to 0–100. Use a safety block that zeros output if the error exceeds 100 units. Add inline tests for gains, saturation, and safety trip."
8448,Education / Beginner / STEM Classroom Projects,Demonstrate PID temperature control to hold 25.0 °C using a sample rate of 10 Hz. Include anti-windup and output limits (0–100%). Add a safety block that shuts everything down if temperature exceeds 35.0 °C. Provide inline step-response tests.
8449,Education / Beginner / STEM Classroom Projects,"Estimate tilt angle by fusing gyroscope and accelerometer data using a complementary filter at 100 Hz (e.g., 98/2 split). Add a safety block to bound the angle within −90° to +90°. Include inline tests with synthetic motion profiles."
8450,Education / Beginner / STEM Classroom Projects,Fuse two sensors providing the same quantity by weighting them inversely to their variance; update variances online from recent samples. Add a safety block that ignores a sensor when its variance is zero or NaN. Provide inline tests with changing noise levels.
8451,Education / Beginner / STEM Classroom Projects,Control velocity in m/s using a PID loop with a rate limit on acceleration of 0.5 m/s² and output bounds. Add a safety block that commands zero velocity when an emergency_stop input is true. Include inline tests with setpoint steps and disturbances.
8452,Education / Beginner / STEM Classroom Projects,"Implement a robust state machine with states RUN, PAUSE, and FAULT. Ensure outputs are disabled in FAULT, and only a reset can leave FAULT. Add a safety block to log and latch faults on specific error inputs. Provide inline tests for all transitions."
8453,Education / Beginner / STEM Classroom Projects,"Create a periodic scheduler with three tasks at 1 ms, 10 ms, and 100 ms periods; enforce per-task WCET budgets and raise a fault on deadline miss. Add a safety block that degrades gracefully by skipping lower-priority tasks when overloaded. Include inline tests simulating overruns."
8454,Education / Beginner / STEM Classroom Projects,"Monitor sensor health: if a reading remains unchanged beyond 5.0 seconds, declare it stuck and switch to a backup reading. Add a safety block to flag the fault and limit output changes during switchover. Provide inline tests covering detection and recovery."
8455,Education / Beginner / STEM Classroom Projects,"Maintain 1.0 m spacing to a moving target by controlling speed with a PID on distance error, limited to 0.3 m/s maximum speed. Add a safety block that halts if distance falls below 0.2 m. Include inline tests for approaching and following scenarios."
